점포명,주소,전화번호
파워C마트,부산광역시 동구 수정동 780-8,051-466-8045
온누리마트,인천광역시 연수구 옥련동 367-7,032-834-4554
중앙슈퍼,경상북도 경주시 인왕동 652-9,054-772-5534
행복마트,경상남도 진주시 상대동 247-41,055-759-3148
서포마트,경상남도 사천시 서포면 구평리 657-1,055-854-3787
돼지마트,강원도 원주시 일산동 326-24,033-735-9636
애플마트,경상남도 사천시 사천읍 정의리 42-4,055-852-4546
플러스마트현대점,경상남도 진주시 신안동 461-11번지,055-746-2265
한길마트,경기도 부천시 오정구 오정동 616-16번지 한길마트,032-684-0917
현성슈퍼,경기도 부천시 오정구 오정동 615번지 고려상가 1층 현성슈퍼,032-681-1975
빙그레할인마트,경상남도 하동군 횡천면 횡천리 1074-3,055-882-8986
마그마멀티마트,경상남도 진주시 하대동 126-9,055-762-0512
코사마트,경상남도 진주시 평거동 162-29번지,055-747-8281
행복마트,경상남도 진주시 명석면 우수리 92-1,055-744-4730
덕본슈퍼,경기도 군포시 산본1동 229-16 1층 101,
럭키야채마트,서울특별시 중랑구 용마산로90길 10(면목동) 1층,02-436-9188
여주수퍼,서울특별시 중랑구 면목동 15-24,02-492-7888
동양제일마트,서울특별시 동대문구 휘경동 112-39,02-2243-1792
에덴마트,서울특별시 강남구 청담동 진흥상가 103,02-545-8214
신영슈퍼,서울특별시 강남구 수서동 708 삼익아파트 상가 1층 101호,02-459-7870
쎄일마트,전라북도 김제시 요촌동 381-11,063-544-0269
명제마트,서울특별시 강남구 청담동 120-10번지 1층,02-517-5009
정우슈퍼마트,서울특별시 서초구 방배동 867-28,02-533-2587
제일마트,"서울특별시 강남구 삼성동 64-8,1층",02-516-7468
영진식품,서울특별시 동작구 상도1동 721-1,02-823-5646
오마트,서울특별시 구로구 오류2동 159-4,02-2616-4036
현대할인마트,경상남도 창원시 마산회원구 구암서2길24(구암동),055-294-9434
민우슈퍼,서울특별시 성북구 장위2동 50-33,02-911-8339
후레쉬마트,전라북도 군산시 서흥남동 820-5,063-468-6671
풍년할인마트,부산광역시 영도구 신선동3가 127-4,051-417-8923
코사마트인후점,전라북도 전주시 덕진구 인후동2가 1559-20,063-244-7577
하나마트,전라북도 익산시 춘포면 춘포리 68-6,063-842-8938
고성슈퍼,부산광역시 영도구 남항동1가 126-14,051-416-9935
주공마트,경기도 평택시 합정동 829-1,031-657-5384
고향마트,경기도 구리시 수택동 456-85,031-564-6366
별바라기슈퍼,전라북도 부안군 변산면 도청리 590번지,063-581-1470
부부슈퍼,경기도 고양시 덕양구 고양대로1384번길 20(성사동) 105호,031-965-3407
토마토마트,경기도 가평군 청평면 대성리 586번지 1층,031-585-9989
신창공판장,경기도 평택시 안중읍 송담리 170-2(3호),031-683-7747
삼성복마트,전라북도 전주시 완산구 평화동2가 259-5 상가 4동 101호,063-223-7392
현곡마트,경기도 평택시 청북읍 오성산단로 127 1층,031-683-3746
풍년수퍼,부산광역시 진구 초읍동 379-9,051-802-5243
로얄마트,경기도 시흥시 정왕동 2308-5 101호,031-431-2524
청원마트,충청남도 서산시 동문동 223-7,041-667-8276
하북마트,경기도 평택시 진위면 하북리 260-10,031-668-3057
한보슈퍼,경기도 평택시 팽성읍 안정4리 100-62,031-691-9726
종무할인마트,대구광역시 서구 평리동 1315-21,053-566-9661
홍신슈퍼정육점,강원도 속초시 사진길 14 (장사동) 홍신상회,033-632-1205
마을슈퍼,경기도 의정부시 의정부2동 403,031-872-2879
알뜰할인마트,대구광역시 달서구 상인2동 370-6,053-634-0956
해피홈마트,대구광역시 북구 서변동 1762-7 1층,053-939-8285
고향슈퍼,울산광역시 울주군 두서면 인보리 141-9,052-262-6482
금호유통,"인천광역시 부평구 청천동 336-11,금호상가103호",032-515-4490
천성슈퍼,경기도 부천시 오정구 삼정동 305-14,032-682-7712
정한슈퍼,제주도 제주도시 노형동 939-3 정한오피스텔 102,064-747-2863
월드마켓,인천광역시 서구 불로동 산9-1(308번지),032-565-5594
해바라기마트,제주도특별자치도 서귀포시 천제연로 180(중문동) .,064-738-0677
세기할인마트,경상북도 경주시 성건동 620-153,054-749-0081
현대식품,인천광역시 남구 주안1동 199-3,032-875-7071
주공e마트,경기도 김포시 양촌면 양곡리 1244 휴먼시아2단지 곡촌마을단지내,031-982-2868
차부슈퍼,충청남도 서산시 해미면 읍내리 300-5,041-688-2116
하늘슈퍼,충청북도 단양군 매포읍 평동8리 1036,043-422-3989
앳홈마트,충청남도 서산시 동문동 953,
하나마트,강원도 원주시 원동 256-7,033-766-8898
하나마트,강원도 원주시 원동 256-7,033-766-8898
월드마트,경기도 오산시 오산로226번길 6 (오산동),031-372-8670
탑마트,부산광역시 연제구 연산동 987-1,051-864-4950
현대마트,인천광역시 부평구 부평동 768-77,032-523-7190
신천지세일마트,경상북도 포항시 남구 오천읍 용덕리 421-420,054-292-6325
순열상회,전라남도 신안군 압해면 신장리 526-2,061-271-0624
싱싱유통,경기도 의정부시 의정부2동 405-26,031-873-2032
참사랑마트,서울특별시 강남구 수서동 736 신동아아파트상가,02-459-9064
또와마트,서울특별시 중랑구 봉우재로33길 25(상봉동) 101호,02-434-7422
풍년할인마트,경기도 구리시 수택동 444-12,031-556-1590
가양생필품,대전광역시 동구 가양1동 435-11,042-673-8937
한양슈퍼,충청북도 충주시 호암동 891-18,043-852-5302
성경슈퍼,경기도 광명시 광명4동 158-276,02-2619-0822
O.K 할인마트,경상남도 창원시 마산합포구 자산삼거리로 37-1(자산동) O.K 할인마트,055-247-3155
송마트,서울특별시 동대문구 전농동 209-79,02-2245-9133
칠성슈퍼,서울특별시 중랑구 상봉동 118-5,02-434-5675
고마운마트,경기도 부천시 소사구 괴안동 101-4,032-344-2121
연화마트,경기도 부천시 소사로170번길 59(소사본동) 1층,032-343-2751
경희마트,서울특별시 중랑구 망우동 442-15,02-494-4084
민수마트,충청남도 천안시 동남구 문화동 49-1,041-562-5853
뉴열린마트,전라남도 순천시 매곡동 455-1,061-753-8856
백영할인마트,인천광역시 계양구 효성동 101-46,032-552-0302
성한슈퍼,충청북도 제천시 청전동 481-1,043-643-0764
부영알뜰마트,"전라북도 남원시 월락동 부영2차아파트 상가 102, 103호",063-636-7733
드림마트,전라북도 남원시 죽항동 49-7,063-633-3298
교수촌 마트,대구광역시 수성구 만촌2동 1005-3,053-751-6370
용곡하이퍼마트,서울특별시 광진구 중곡동 296-45,02-446-5303
동일하이빌마트,충청북도 충주시 용산동 2627,
길상하이퍼마트,서울특별시 금천구 가산동 234-45,02-854-2389
뒷골상회,경기도 과천시 과천동 365-2,
샘마트,대구광역시 서구 평리동 1034-17,053-526-3337
복권판매점,부산광역시 수영구 수영로 460-1. 1층,051-756-0491
대왕할인마트,충청북도 보은군 보은읍 삼산남로 50 .,043-544-2928
J마트,전라북도 부안군 부안읍 서외리 서외주공3차아파트상가 103,063-581-7171
동성슈퍼,부산광역시 수영구 광안2동 146-12,051-758-0078
그랑블슈퍼,충청남도 천안시 동남구 다가동 526 서해그랑블아파트 상가 102호,041-573-6677
형제마트,대전광역시 서구 월평동 주공아파트 3단지 상가 형제마트,042-484-7616
삼거리할인마트,"경기도 의정부시 민락동 송산주공3단지 735-3 송산주공3단지내 상가 103,104호",031-823-3400
모닝마트,부산광역시 사상구 삼락동 417-1,051-302-7131
영마트,경기도 평택시 포승읍 도곡리 1144-19,031-682-4482
희망슈퍼,경기도 양주시 광적면 광석리 1-1 희망아파트 상가 105호,031-836-5758
굿-7마트,부산광역시 북구 덕천동 393-1,051-338-5056
행복유통,경상북도 포항시 남구 대도동 517-1,054-277-7283
잘되는 마트,전라북도 남원시 향교동 285 하이츠아파트상가113호,063-625-7691
삼척의료원 구내매점,강원도 삼척시 오십천로 418 (남양동) 삼척의료원 구내매점,033-521-0229
강서도매시장유통,"서울특별시 강서구 발산로 40 , 1층 1-1호 서울친환경유통센터(1센터)직판장",02-2640-8870
한아름마트,서울특별시 강서구 화곡동 993-36,02-2690-0678
홈마트,서울특별시 양천구 신월동 144-23,02-2692-1455
궁전마트,서울특별시 양천구 신월동 126-55,02-2601-4540
경하유통,충청남도 천안시 서북구 도원2길 15(성정동) .,041-575-5844
코사마트,경기도 화성시 진안동 524-34 호산타운 102,031-237-0222
포시즌마트,충청남도 홍성군 홍성읍 문화로72번길 52 101호,041-352-0026
가자마트,서울특별시 은평구 응암1동 97-6,02-3157-5700
세기 마트,경상북도 경주시 금성로 420(성건동) .,054-742-2999
한아름슈퍼,서울특별시 도봉구 창4동 38-1,02-995-4913
감사마트,인천광역시 부평구 부평동 893-8,032-504-4630
정마트,전라북도 남원시 도통동 539-5,063-626-0003
풍림마트,서울특별시 성북구 북악산로 913(돈암동) 풍림아파트상가 403호,02-923-1030
싱싱,서울특별시 관악구 조원동 538-1번지,02-869-7220
중앙상회,전라남도 순천시 황전면 괴목리 37,061-754-0016
시장마트,경상북도 안동시 길안면 천지리 778-14,054-822-2420
삼단지마트,광주광역시 북구 두암3동 969-2두암주공3단지아파트상가 103,062-269-6065
우리마트,광주광역시 북구 두암3동 969-6,062-264-0276
덕월마트,광주광역시 남구 월산4동 937-1,062-367-5921
터미널마트,강원도 춘천시 온의동 120-7,033-243-4687
시민슈퍼,경기도 부천시 원미구 상동 319,032-612-7973
문원상점,경기도 과천시 별양로 64(별양동) 108호,02-502-5030
신양슈퍼,대전광역시 대덕구 신탄진동 264-40,
용광낚시슈퍼,강원도 고성군 토성면 아야진리 39-1,033-633-0596
중앙할인마트,"경기도 구리시 검배로 71번길 16 (수택동, 1층)",031-559-7882
스타마트,경기도 성남시 중원구 금광1동 1211,031-731-8181
대창슈퍼마켓,경상북도 문경시 산북면 대상리 64-5,054-552-7784
대창슈퍼마켓,경상북도 문경시 산북면 대상리 64-5,054-552-7784
리빙마트,광주광역시 서구 금호동 송촌아파트 상가101호102호,062-682-1673
대영미니슈퍼,서울특별시 송파구 풍납동 94-4,02-474-6648
24시 슈퍼,경기도 군포시 광정동 1142-5 금화프라자 102호,031-396-0720
유성마트,서울특별시 강북구 미아동 87-165 유성하이츠빌라 1층 102호,02-987-9937
조은마트,전라남도 순천시 인제동 38-5,
삼광슈퍼,전라북도 임실군 임실읍 이도리 630,063-642-2545
아담슈퍼,경기도 광명시 철산동 467-214,02-2685-5431
송촌마트,"전라남도 순천시 왕궁길 95, 상가동 201,202호 (조례동)",061-000-0000
정원슈퍼,경기도 광명시 철산1동 56-151,02-2613-0987
광명슈퍼,경기도 광명시 철산2동 77-64,02-2685-0877
우리슈퍼,전라남도 광양시 중동 1305-5,061-791-4337
영시슈퍼,전라남도 순천시 풍덕동 878-18,061-743-4738
풍림홈마트,"인천광역시 동구 송미로6 401동103호(송림동,풍림아이원아파트)",032-777-4955
라이프할인마트,경상북도 칠곡군 석적읍 중리 204-10,
굿마트 마도점,경기도 화성시 마도면 쌍송리 93,031-356-5989
해피DC마트,부산광역시 해운대구 우1동 395-18,051-741-8058
대성슈퍼,서울특별시 중구 황학동 811,02-2237-5940
동성하나로마트,부산광역시 남구 대연1동 1755-4 1층,051-611-3535
청우공판장,경기도 남양주시 진건읍 용정리 751-13번지 1층,031-528-7445
삼진마트/삼진공인중개사무소,"대구광역시 중구 국채보상로131길 55 (동인동1가, 시티타운아파트) 101동 1층 삼진마트",053-423-5698
신우유통,대구광역시 수성구 두산동 137-17,053-766-6626
동원마트,전라남도 곡성군 오곡면 오지리 467,061-363-6030
참사랑마트,경상남도 양산시 중부동 주공아파트 3단지 상가내 103호,055-366-7557
아람슈퍼,대구광역시 중구 남산3동 2114-17,053-253-2965
현대금강슈퍼,경기도 이천시 부발읍 아미1리 현대임대사원아파트 단지내상가 1층,
우리들 태백점,울산광역시 남구 달동 1276-1 1층,052-269-3917
덕신슈퍼,전라남도 보성군 조성면 조성4길 5 .,061-857-9045
소비자복지매장,대구광역시 남구 봉덕2동 1206-6,053-473-3256
푸르지오할인마트,울산광역시 남구 삼산동 1530-37,052-267-1603
미림슈퍼,경기도 평택시 오성면 숙성리 144-15,031-681-4023
우리들천사점,울산광역시 남구 달동 1365-1 1층,052-266-2166
영마트,경기도 평택시 안중읍 현화리 858-8,031-681-0035
365마트,충청북도 청주시 상당구 금천동 186-8 (상당구 중고개로 337번길 117-1),043-258-1617
생큐마트,대구광역시 달성군 다사읍 매곡리 대실역청아람1단지아파트 120/109,053-591-1414
애경D.C,경기도 평택시 서정동 890-3,031-665-0691
서라벌슈퍼산청상회,부산광역시 동래구 온천3동 1240-11,051-505-3407
코사마트 대길점,대구광역시 동구 신암5동 보성2차아파트 상가 112-1,053-955-7426
백의슈퍼,경상북도 김천시 아랫장터5길 18 (용두동) 백의슈퍼,054-434-4124
종원슈퍼,경기도 부천시 오정구 내동 17-3,032-672-1501
한아름슈퍼,강원도 고성군 거진읍 거진8리 287-77,033-681-7524
코사마트전하태양점,울산광역시 동구 녹수길 16(전하동) .,052-251-0296
당말할인마트,경기도 군포시 당동 862-9,031-395-4456
적성그린마트,경기도 군포시 번영로 576(금정동) 상가동 8차 A호,031-457-0868
디씨마트,경기도 군포시 금정동 84-18,031-458-8892
대양유통,경기도 안양시 만안구 안양2동 18-2,031-473-5998
현대마트,서울특별시 강동구 암사동 447-9,02-429-8445
우진슈퍼,인천광역시 부평구 청천동 52-38,032-525-9359
광명하이퍼마트,인천광역시 계양구 작전동 134-4,032-546-1750
